stage_position,coincidence_rate_t_b,count_rate_b, g2,capture_duration,counts_t,counts_a,counts_b,counts_t_a,counts_t_b,counts_t_a_b,counts_a_b
10.5966,392.000,3584.00,NaN,1000.00,188056,37.0000,3584.00,0.00000,392.000,0.00000,0.00000
10.6320,365.000,3410.00,NaN,1000.00,187060,33.0000,3410.00,0.00000,365.000,0.00000,0.00000
10.6662,325.000,3464.00,NaN,1000.00,187605,42.0000,3464.00,0.00000,325.000,0.00000,0.00000
10.7010,381.000,3480.00,NaN,1000.00,187165,26.0000,3480.00,0.00000,381.000,0.00000,0.00000
10.7334,348.000,3564.00,NaN,1000.00,187434,34.0000,3564.00,0.00000,348.000,0.00000,0.00000
10.7700,402.000,3596.00,NaN,1000.00,187607,39.0000,3596.00,0.00000,402.000,0.00000,0.00000
10.8060,454.000,3762.00,NaN,1000.00,187049,34.0000,3762.00,0.00000,454.000,0.00000,0.00000
10.8383,447.000,3799.00,NaN,1000.00,186526,21.0000,3799.00,0.00000,447.000,0.00000,0.00000
10.8756,442.000,3799.00,NaN,1000.00,187008,41.0000,3799.00,0.00000,442.000,0.00000,0.00000
10.9098,513.000,3769.00,NaN,1000.00,187464,19.0000,3769.00,0.00000,513.000,0.00000,0.00000
10.9439,408.000,3656.00,NaN,1000.00,186286,24.0000,3656.00,0.00000,408.000,0.00000,0.00000
10.9793,430.000,3604.00,NaN,1000.00,187391,26.0000,3604.00,0.00000,430.000,0.00000,0.00000
